,CorrTime,fltLongitude,fltLatitude,fltSpeed,dtTime,srtAngle,NoOfSat,DoorOpen,IgniStat,ExtBatLevel,IntBatLevel,odo,din3,din4,an1,an2,an3,an4,odometer,zzentrydt,lat_long,distances,Diff_lat,Diff_long
96,19-06-2018 10:40:17,81.189965,24.493385999999997,0,19-06-2018 05:10,42,,1,1,14288,4003,0,1,1,13830,,300,300,,19-06-2018 05:11,"24.493385999999997, 81.189965",0.0,0.0,0.0
97,19-06-2018 10:40:47,81.189965,24.493385999999997,0,19-06-2018 05:10,42,,1,1,14322,4003,0,1,1,13855,,300,300,,19-06-2018 05:11,"24.493385999999997, 81.189965",0.0,0.0,0.0
98,19-06-2018 10:41:17,81.189965,24.493385999999997,0,19-06-2018 05:11,42,,1,1,14316,4003,0,1,1,13865,,300,300,,19-06-2018 05:11,"24.493385999999997, 81.189965",0.0,0.0,0.0
99,19-06-2018 10:41:47,81.189965,24.493385999999997,0,19-06-2018 05:11,42,,1,1,14359,4003,0,1,1,13889,,300,300,,19-06-2018 05:12,"24.493385999999997, 81.189965",0.0,0.0,0.0
100,19-06-2018 10:42:17,81.189965,24.493385999999997,0,19-06-2018 05:12,42,,1,1,14332,4003,0,1,1,13865,,300,300,,19-06-2018 05:12,"24.493385999999997, 81.189965",0.0,0.0,0.0
101,19-06-2018 10:42:47,81.189965,24.493385999999997,0,19-06-2018 05:12,42,,1,1,14328,4003,0,1,1,13858,,300,300,,19-06-2018 05:13,"24.493385999999997, 81.189965",0.03439024785892697,0.0,0.0
102,19-06-2018 10:43:12,81.190246,24.493560000000002,6,19-06-2018 05:13,66,,1,1,14270,4003,35,1,1,13796,,300,300,,19-06-2018 05:13,"24.493560000000002, 81.190246",0.0021333584654522875,0.00017400000000478144,0.00028100000000108594
103,19-06-2018 10:43:12,81.19026600000001,24.493566,6,19-06-2018 05:13,66,,1,1,14281,4003,2,1,1,13783,,300,300,,19-06-2018 05:13,"24.493566, 81.19026600000001",0.04709919029067244,5.999999999062311e-06,2.0000000006348273e-05
104,19-06-2018 10:43:43,81.190688,24.493744,4,19-06-2018 05:13,64,,1,1,14282,4003,48,1,1,13813,,300,300,,19-06-2018 05:14,"24.493744, 81.190688",0.03397893030448319,0.00017799999999823513,0.00042199999998615567
105,19-06-2018 10:44:13,81.190976,24.493901,4,19-06-2018 05:14,56,,1,1,14282,4003,35,1,1,13808,,300,300,,19-06-2018 05:15,"24.493901, 81.190976",0.008419412999457879,0.00015700000000151704,0.00028800000001183435
106,19-06-2018 10:44:43,81.191059,24.493898,0,19-06-2018 05:14,178,,1,1,14289,4003,9,1,1,13805,,300,300,,19-06-2018 05:20,"24.493898, 81.191059",0.004516346031403775,-2.9999999995311555e-06,8.299999998939711e-05
107,19-06-2018 10:45:13,81.19107199999999,24.493859,0,19-06-2018 05:15,266,,1,1,14325,4003,5,1,1,13820,,300,12,,19-06-2018 05:31,"24.493859, 81.19107199999999",0.0,-3.900000000101045e-05,1.2999999995599865e-05
108,19-06-2018 10:45:43,81.19107199999999,24.493859,0,19-06-2018 05:15,266,,1,1,14293,4003,0,1,1,13811,,300,12,,19-06-2018 05:31,"24.493859, 81.19107199999999",0.007979587304209492,0.0,0.0
109,19-06-2018 10:46:13,81.190995,24.493873999999998,0,19-06-2018 05:16,74,,1,1,14329,4003,8,1,1,13863,,300,12,,19-06-2018 05:31,"24.493873999999998, 81.190995",0.00011076540746108248,1.4999999997655777e-05,-7.69999999903348e-05
110,19-06-2018 10:46:43,81.190995,24.493875,0,19-06-2018 05:16,172,,1,1,14325,4003,0,1,1,13855,,300,12,,19-06-2018 05:31,"24.493875, 81.190995",0.0,1.0000000010279564e-06,0.0
111,19-06-2018 10:47:13,81.190995,24.493875,0,19-06-2018 05:17,172,,1,1,14337,4003,0,1,1,13805,,300,12,,19-06-2018 05:31,"24.493875, 81.190995",0.0,0.0,0.0
112,19-06-2018 10:47:43,81.190995,24.493875,0,19-06-2018 05:17,172,,1,1,14322,4003,0,1,1,13853,,300,12,,19-06-2018 05:31,"24.493875, 81.190995",0.0,0.0,0.0
113,19-06-2018 10:48:13,81.190995,24.493875,0,19-06-2018 05:18,172,,1,1,14327,4003,0,1,1,13860,,300,300,,19-06-2018 05:20,"24.493875, 81.190995",0.02649952160271473,0.0,0.0
114,19-06-2018 10:48:43,81.190758,24.493774,4,19-06-2018 05:18,245,,1,1,14333,4003,27,1,1,13859,,300,300,,19-06-2018 05:20,"24.493774, 81.190758",0.03383740383709518,-0.0001010000000007949,-0.00023699999999848842
115,19-06-2018 10:49:13,81.190451,24.493654,4,19-06-2018 05:19,247,,1,1,14330,4003,34,1,1,13867,,300,300,,19-06-2018 05:20,"24.493654, 81.190451",0.03465976692789967,-0.00011999999999900979,-0.0003070000000064965
